arm,setpoint_c,gain,plane,rung,rung_pct_planned,pct_of_tsat,exptime_s,pedestal,signal,var_pair,var_pair_spread,var_single,sat_frac,R_counts,ccd_temp,n_frames,usable
a2,-20.0,50,R,3,1.4,1.399999758491225,0.51031,64.84630727767944,50.81623983383179,10.257998088788023,0.02200376218613087,10.502536327667375,0.0,0.9002758203935268,-20.0,4,True
a2,-20.0,50,G1,3,1.4,1.399999758491225,0.51031,64.84258794784546,55.80055856704712,11.247501308432883,0.00424985602256811,11.53335288721805,0.0,0.9013812415672586,-20.0,4,True
a2,-20.0,50,G2,3,1.4,1.399999758491225,0.51031,64.86362767219543,55.78431963920593,11.16581649745494,0.013378105635494464,11.483888017535216,0.0,0.9003995485339394,-20.0,4,True
a2,-20.0,50,B,3,1.4,1.399999758491225,0.51031,64.86742949485779,56.05183720588684,11.215801453287803,0.029482832371250822,11.525950736243683,0.0,0.9000477124741895,-20.0,4,True
a2,-20.0,50,R,4,2.4,2.3999991940663863,0.874817,64.84630727767944,87.55629014968872,17.089677814976326,0.07818643516081991,17.681551465693737,0.0,0.9002758203935268,-20.0,4,True
a2,-20.0,50,G1,4,2.4,2.3999991940663863,0.874817,64.84258794784546,96.13211965560913,18.701363790024473,0.013707217844274311,19.421966499244967,0.0,0.9013812415672586,-20.0,4,True
a2,-20.0,50,G2,4,2.4,2.3999991940663863,0.874817,64.86362767219543,96.1050317287445,18.630768459798375,0.08967480520677285,19.354633880086386,0.0,0.9003995485339394,-20.0,4,True
a2,-20.0,50,B,4,2.4,2.3999991940663863,0.874817,64.86742949485779,96.55623745918274,18.602325080641542,0.1275857098564792,19.345402641396213,0.0,0.9000477124741895,-20.0,4,True
a2,-20.0,50,R,5,4.0,4.000000485730638,1.458029,64.84630727767944,151.40025186538696,28.830445500990106,0.046683213116544664,30.3561884242977,0.0,0.9002758203935268,-20.0,4,True
a2,-20.0,50,G1,5,4.0,4.000000485730638,1.458029,64.84258794784546,166.16515588760376,31.464433683577276,0.14301285261115382,33.55259835543756,0.0,0.9013812415672586,-20.0,4,True
