path,size,mtime,indexed_at,status,measured_type,declared_type,type_agrees,imagetyp,exptime,gain,offset,set_temp,ccd_temp,date_obs,object,bayerpat,egain_hdr,focallen,xbinning,instrume,creator,naxis1,naxis2,bitpix,level,mean,median,min,max,std,sampled_px,sigma,block_spread,tail_frac,clump_frac,clump_h,clump_v,mult16_frac,sat_frac,med_r,sig_r,med_g1,sig_g1,med_g2,sig_g2,med_b,sig_b
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083304_0006.fit,16594560,1768894384.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-19.5,2026-01-20T07:33:00.526571,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1334.25,1332.9349365234375,1437.5,791.0,1687.0,301.8491516113281,737280.0,19.08847486972809,0.011054899756417463,0.0,0.0,0.0,0.0,1.0,0.0,1311.0,17.79119873046875,1587.5,22.23900032043457,1588.5,22.23900032043457,850.0,14.084700107574463
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083308_0007.fit,16594560,1768894388.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-19.5,2026-01-20T07:33:05.158277,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1321.0,1319.6912841796875,1423.5,775.0,1668.0,298.7969970703125,737280.0,18.903149843215942,0.01097653292959879,0.0,0.0,0.0,0.0,1.0,0.0,1298.0,17.79119873046875,1571.5,22.23900032043457,1572.5,22.23900032043457,842.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083313_0008.fit,16594560,1768894392.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-19.5,2026-01-20T07:33:09.770902,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1314.0,1312.7318115234375,1410.5,776.0,1663.0,297.2146911621094,737280.0,18.903149843215942,0.011225266362252663,0.0,0.0,0.0,0.0,1.0,0.0,1291.0,17.79119873046875,1563.5,22.23900032043457,1564.0,22.23900032043457,837.5,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083317_0009.fit,16594560,1768894398.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:33:14.385473,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1312.625,1311.291259765625,1417.5,774.0,1654.0,296.8661193847656,737280.0,18.717824697494507,0.011237025045233787,1.3563368055555556e-06,0.0,0.0,0.0,1.0,0.0,1290.0,17.79119873046875,1561.5,21.497699737548828,1562.5,22.23900032043457,836.5,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083322_0010.fit,16594560,1768894402.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:33:18.987575,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1313.0,1311.3958740234375,1415.0,780.0,1663.0,296.9342346191406,737280.0,18.717824697494507,0.011424219345011425,0.0,0.0,0.0,0.0,1.0,0.0,1290.0,17.79119873046875,1562.5,21.497699737548828,1562.5,22.23900032043457,837.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083327_0011.fit,16594560,1768894406.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:33:23.700003,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1314.25,1312.89306640625,1420.0,770.0,1661.0,297.4219970703125,737280.0,18.903149843215942,0.011413353623739776,0.0,0.0,0.0,0.0,1.0,0.0,1292.0,17.79119873046875,1563.5,22.23900032043457,1564.5,22.23900032043457,837.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083331_0012.fit,16594560,1768894412.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:33:28.343635,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1313.375,1312.0977783203125,1414.0,775.0,1655.0,297.2887878417969,737280.0,18.903149843215942,0.0108499095840868,0.0,0.0,0.0,0.0,1.0,0.0,1291.0,17.79119873046875,1562.5,22.23900032043457,1563.5,22.23900032043457,836.5,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083336_0013.fit,16594560,1768894416.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:33:32.963282,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1316.75,1315.41845703125,1426.0,774.0,1672.0,298.16180419921875,737280.0,18.903149843215942,0.011581545471805581,0.0,0.0,0.0,0.0,1.0,0.0,1295.0,17.79119873046875,1566.5,22.23900032043457,1567.5,22.23900032043457,838.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083341_0014.fit,16594560,1768894420.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:33:37.650180,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1316.0,1314.573974609375,1421.5,774.0,1660.0,298.0382385253906,737280.0,18.903149843215942,0.011018237082066869,0.0,0.0,0.0,0.0,1.0,0.0,1294.0,17.79119873046875,1565.5,22.23900032043457,1566.5,22.23900032043457,838.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083345_0015.fit,16594560,1768894426.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:33:42.267659,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1316.375,1314.8372802734375,1416.0,778.0,1664.0,298.11846923828125,737280.0,18.903149843215942,0.011015098281264837,0.0,0.0,0.0,0.0,1.0,0.0,1294.0,17.79119873046875,1566.5,22.23900032043457,1567.0,22.23900032043457,838.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083350_0016.fit,16594560,1768894430.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:33:46.885098,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1313.25,1311.8255615234375,1418.0,772.0,1665.0,297.4876403808594,737280.0,18.717824697494507,0.011231677136874167,0.0,0.0,0.0,0.0,1.0,0.0,1291.0,17.79119873046875,1562.5,21.497699737548828,1563.5,22.23900032043457,836.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083355_0017.fit,16594560,1768894434.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:33:51.503770,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1315.75,1314.289794921875,1420.5,775.0,1665.0,298.2425231933594,737280.0,18.903149843215942,0.011020330609918298,0.0,0.0,0.0,0.0,1.0,0.0,1294.0,17.79119873046875,1565.5,22.23900032043457,1566.5,22.23900032043457,837.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083359_0018.fit,16594560,1768894438.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:33:56.138059,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1315.375,1314.0025634765625,1416.5,773.0,1659.0,298.2041015625,737280.0,18.903149843215942,0.011213532262662739,0.0,0.0,0.0,0.0,1.0,0.0,1293.5,17.79119873046875,1565.5,22.23900032043457,1565.5,22.23900032043457,837.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083404_0019.fit,16594560,1768894444.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:34:00.758432,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1316.875,1315.4652099609375,1421.0,771.0,1667.0,298.68072509765625,737280.0,18.903149843215942,0.010821072615092549,0.0,0.0,0.0,0.0,1.0,0.0,1295.0,17.79119873046875,1567.5,22.23900032043457,1568.0,22.23900032043457,837.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083408_0020.fit,16594560,1768894448.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:34:05.375090,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1312.25,1310.86181640625,1417.5,773.0,1654.0,297.5699768066406,737280.0,18.903149843215942,0.011049723756906077,2.7126736111111112e-06,0.0,0.0,0.0,1.0,0.0,1291.0,17.79119873046875,1561.5,22.23900032043457,1562.5,22.23900032043457,834.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083413_0021.fit,16594560,1768894452.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:34:09.983940,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1316.5,1315.0753173828125,1421.5,772.0,1664.0,298.658447265625,737280.0,18.903149843215942,0.01139384732244588,0.0,0.0,0.0,0.0,1.0,0.0,1295.0,17.79119873046875,1566.5,22.23900032043457,1567.5,22.23900032043457,837.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083418_0022.fit,16594560,1768894458.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:34:14.650292,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1315.5,1314.3104248046875,1421.0,770.0,1667.0,298.5780334472656,737280.0,18.903149843215942,0.011022424933485367,0.0,0.0,0.0,0.0,1.0,0.0,1294.0,17.79119873046875,1565.5,22.23900032043457,1566.5,22.23900032043457,836.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083422_0023.fit,16594560,1768894462.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:34:19.289051,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1315.625,1314.0771484375,1418.5,768.0,1659.0,298.56988525390625,737280.0,18.903149843215942,0.011211401425178147,0.0,0.0,0.0,0.0,1.0,0.0,1294.5,17.79119873046875,1565.5,22.23900032043457,1566.5,22.23900032043457,836.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083427_0024.fit,16594560,1768894466.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:34:23.900194,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1315.625,1314.171630859375,1421.5,774.0,1663.0,298.6983337402344,737280.0,18.903149843215942,0.011211401425178147,0.0,0.0,0.0,0.0,1.0,0.0,1294.5,17.79119873046875,1565.5,22.23900032043457,1566.5,22.23900032043457,836.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083432_0025.fit,16594560,1768894472.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:34:28.515413,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1314.5,1312.913330078125,1418.0,770.0,1659.0,298.5674133300781,737280.0,18.903149843215942,0.011220996576645112,0.0,0.0,0.0,0.0,1.0,0.0,1293.5,17.79119873046875,1564.5,22.23900032043457,1565.0,22.23900032043457,835.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083436_0026.fit,16594560,1768894476.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:34:33.138596,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1316.375,1314.8428955078125,1414.5,771.0,1666.0,299.0658264160156,737280.0,18.903149843215942,0.011205013768872852,0.0,0.0,0.0,0.0,1.0,0.0,1295.0,17.79119873046875,1567.0,22.23900032043457,1567.5,22.23900032043457,836.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083441_0027.fit,16594560,1768894480.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:34:37.748734,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1316.25,1314.790771484375,1420.5,776.0,1669.0,299.1404113769531,737280.0,18.903149843215942,0.01120607787274454,0.0,0.0,0.0,0.0,1.0,0.0,1295.5,17.79119873046875,1566.5,22.23900032043457,1567.0,22.23900032043457,836.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083445_0028.fit,16594560,1768894486.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:34:42.359476,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1313.25,1311.890869140625,1420.0,770.0,1662.0,298.5433654785156,737280.0,18.903149843215942,0.011041309727774605,0.0,0.0,0.0,0.0,1.0,0.0,1293.0,17.79119873046875,1563.5,22.23900032043457,1563.5,22.23900032043457,833.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083450_0029.fit,16594560,1768894490.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:34:46.982323,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1313.0,1311.7998046875,1418.0,767.0,1659.0,298.5740661621094,737280.0,18.717824697494507,0.010853008377760853,0.0,0.0,0.0,0.0,1.0,0.0,1293.0,17.79119873046875,1562.5,21.497699737548828,1563.5,22.23900032043457,833.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083455_0030.fit,16594560,1768894494.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:34:51.659168,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1316.0,1314.409912109375,1421.0,776.0,1663.0,299.2882080078125,737280.0,18.903149843215942,0.011208206686930091,0.0,0.0,0.0,0.0,1.0,0.0,1296.0,17.79119873046875,1566.5,22.23900032043457,1566.5,22.23900032043457,835.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083459_0031.fit,16594560,1768894500.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:34:56.285187,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1315.0,1313.4599609375,1421.0,772.0,1662.0,299.2001953125,737280.0,18.903149843215942,0.011026615969581748,0.0,0.0,0.0,0.0,1.0,0.0,1295.0,17.79119873046875,1565.5,22.23900032043457,1565.5,22.23900032043457,834.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083504_0032.fit,16594560,1768894504.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:35:00.905916,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1314.875,1313.51220703125,1417.5,764.0,1659.0,299.3125305175781,737280.0,18.903149843215942,0.010837532084798936,0.0,0.0,0.0,0.0,1.0,0.0,1295.0,17.79119873046875,1565.5,22.23900032043457,1565.5,22.23900032043457,833.5,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083509_0033.fit,16594560,1768894508.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:35:05.536561,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1315.75,1314.3157958984375,1419.0,773.0,1657.0,299.5289611816406,737280.0,18.903149843215942,0.010830324909747292,0.0,0.0,0.0,0.0,1.0,0.0,1296.0,17.79119873046875,1566.5,22.23900032043457,1566.5,22.23900032043457,834.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083513_0034.fit,16594560,1768894512.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:35:10.180143,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1315.75,1314.48095703125,1419.0,771.0,1660.0,299.72613525390625,737280.0,18.903149843215942,0.011020330609918298,0.0,0.0,0.0,0.0,1.0,0.0,1296.0,17.79119873046875,1566.5,22.23900032043457,1566.5,22.23900032043457,834.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083518_0035.fit,16594560,1768894518.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:35:14.786693,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1315.5,1314.2110595703125,1425.0,769.0,1665.0,299.6593017578125,737280.0,18.903149843215942,0.011022424933485367,0.0,0.0,0.0,0.0,1.0,0.0,1296.0,17.79119873046875,1566.0,22.23900032043457,1566.5,22.23900032043457,833.5,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083522_0036.fit,16594560,1768894522.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:35:19.403267,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1313.25,1311.7376708984375,1417.0,770.0,1657.0,299.22637939453125,737280.0,18.903149843215942,0.01066057490957548,0.0,0.0,0.0,0.0,1.0,0.0,1294.0,17.79119873046875,1563.5,22.23900032043457,1563.5,22.23900032043457,832.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083527_0037.fit,16594560,1768894526.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:35:24.014176,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1315.875,1314.5330810546875,1424.0,767.0,1663.0,299.89208984375,737280.0,18.903149843215942,0.011019283746556474,0.0,0.0,0.0,0.0,1.0,0.0,1297.0,17.79119873046875,1566.5,22.23900032043457,1567.0,22.23900032043457,833.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083532_0038.fit,16594560,1768894532.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:35:28.646923,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1313.75,1312.2908935546875,1421.5,774.0,1660.0,299.46514892578125,737280.0,18.903149843215942,0.011037107516650808,0.0,0.0,0.0,0.0,1.0,0.0,1295.0,17.79119873046875,1563.5,22.23900032043457,1564.5,22.23900032043457,832.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083536_0039.fit,16594560,1768894536.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:35:33.269672,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1314.875,1313.4200439453125,1413.0,769.0,1667.0,299.7900390625,737280.0,19.08847486972809,0.011027664226637514,0.0,0.0,0.0,0.0,1.0,0.0,1296.0,17.79119873046875,1565.5,22.23900032043457,1566.0,22.23900032043457,832.0,14.084700107574463
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083541_0040.fit,16594560,1768894540.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:35:37.881261,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1313.375,1311.841796875,1416.0,764.0,1656.0,299.49658203125,737280.0,18.903149843215942,0.01104025887503569,0.0,0.0,0.0,0.0,1.0,0.0,1295.0,17.79119873046875,1563.5,22.23900032043457,1564.0,22.23900032043457,831.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083546_0041.fit,16594560,1768894546.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:35:42.491976,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1312.875,1311.5416259765625,1416.5,765.0,1669.0,299.5307312011719,737280.0,18.717824697494507,0.010854041702370752,0.0,0.0,0.0,0.0,1.0,0.0,1294.0,17.79119873046875,1563.0,21.497699737548828,1563.5,22.23900032043457,831.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083550_0042.fit,16594560,1768894550.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:35:47.114956,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1313.25,1311.6124267578125,1418.0,767.0,1655.0,299.6490173339844,737280.0,18.717824697494507,0.010850942318675044,0.0,0.0,0.0,0.0,1.0,0.0,1295.0,17.79119873046875,1563.5,21.497699737548828,1564.0,22.23900032043457,830.5,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083555_0043.fit,16594560,1768894554.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:35:51.752157,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1313.25,1311.853759765625,1419.0,768.0,1659.0,299.7962341308594,737280.0,18.903149843215942,0.011041309727774605,0.0,0.0,0.0,0.0,1.0,0.0,1295.0,17.79119873046875,1563.5,22.23900032043457,1564.0,22.23900032043457,830.5,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083559_0044.fit,16594560,1768894560.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:35:56.373023,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1314.25,1312.90625,1415.5,767.0,1664.0,300.1664733886719,737280.0,18.903149843215942,0.01103290850294845,0.0,0.0,0.0,0.0,1.0,0.0,1296.0,17.79119873046875,1564.5,22.23900032043457,1565.5,22.23900032043457,831.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083604_0045.fit,16594560,1768894564.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:36:00.994081,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1313.5,1312.278076171875,1422.0,766.0,1664.0,300.1326599121094,737280.0,18.903149843215942,0.011039208222306814,0.0,0.0,0.0,0.0,1.0,0.0,1296.0,17.79119873046875,1563.5,22.23900032043457,1564.5,22.23900032043457,830.0,13.343400001525879
Z:\pix\_astro\raw\_by_type\flat\20260120\Flat_180deg_3.0s_Bin1_20260120-083609_0046.fit,16594560,1768894568.0,2026-08-28T10:58:06,ok,flat,flat,True,Flat,3.0,50.0,15.0,-20.0,-20.0,2026-01-20T07:36:05.662661,,RGGB,5.28600835800171,263.0,1.0,ZWO ASI585MC Pro,ZWO ASIAIR Plus,3840.0,2160.0,16.0,1313.25,1311.918212890625,1420.5,770.0,1656.0,300.0584411621094,737280.0,18.903149843215942,0.011041309727774605,0.0,0.0,0.0,0.0,1.0,0.0,1295.5,17.79119873046875,1563.5,22.23900032043457,1564.0,22.23900032043457,830.0,13.343400001525879
