gain,offset,pedestal,n_pairs,R_sd,R_mad,R_err,plane_spread,R_at_offset,spatial_sd,fpn_ratio,sigmas_above_zero,zero_frac,zero_frac_gaussian
190,5,44.629278564453124,10.0,3.2977836093471113,3.145069316937987,0.0011692457148077362,0.02320332367431499,3.2985164334609096,3.312025421857834,1.0040954740318666,13.530106478089197,9.632110595703125e-06,4.036779712016399e-41
190,10,64.63383388519287,10.0,3.2977836093471113,3.145069316937987,0.0011692457148077362,0.02320332367431499,3.3023639349677723,3.3129653692245484,1.003210256187854,19.571989992018743,0.0,2.584969931946635e-84
190,15,84.37602491378783,10.0,3.2977836093471113,3.145069316937987,0.0011692457148077362,0.02320332367431499,3.2977836093471113,3.3103451281785965,1.0038090791633147,25.585676596437576,0.0,5.298408079095096e-143
190,20,104.49105606079102,10.0,3.2977836093471113,3.145069316937987,0.0011692457148077362,0.02320332367431499,3.3047842598903587,3.3133494496345524,1.0025917545808203,31.61811720328687,0.0,1.2357290717390281e-217
190,25,124.63067302703858,10.0,3.2977836093471113,3.145069316937987,0.0011692457148077362,0.02320332367431499,3.3016118328854653,3.3128840863704685,1.0034141667935421,37.74843298829493,0.0,1.20361380562866e-309
190,30,144.4833309173584,10.0,3.2977836093471113,3.145069316937987,0.0011692457148077362,0.02320332367431499,3.300883518484457,3.3109792113304137,1.0030584820062334,43.77110858601136,0.0,0.0
190,35,164.19278717041016,10.0,3.2977836093471113,3.145069316937987,0.0011692457148077362,0.02320332367431499,3.3033400728380244,3.312400233745575,1.0027427272723293,49.70508138732017,0.0,0.0
190,40,184.62469253540038,10.0,3.2977836093471113,3.145069316937987,0.0011692457148077362,0.02320332367431499,3.2999871730278065,3.3121280252933505,1.0036790604414394,55.947093990066456,0.0,0.0
190,45,204.626350402832,10.0,3.2977836093471113,3.145069316937987,0.0011692457148077362,0.02320332367431499,3.303224118428401,3.3141224861145018,1.0032993122159952,61.94746195428864,0.0,0.0
190,50,224.6260887145996,10.0,3.2977836093471113,3.145069316937987,0.0011692457148077362,0.02320332367431499,3.3038737868100867,3.3145428240299224,1.003229250845607,67.9887015089271,0.0,0.0
