elapsed_s,date_obs,pedestal,ccd_temp
734.0,2026-08-28T20:54:14.687,68.26094055175781,-10.0
736.0,2026-08-28T20:54:16.687,68.25702667236328,-10.0
738.0,2026-08-28T20:54:18.687,68.26088523864746,-10.0
740.0,2026-08-28T20:54:20.687,68.2526683807373,-10.0
742.0,2026-08-28T20:54:22.687,68.77583694458008,-10.0
744.0,2026-08-28T20:54:24.687,68.26529502868652,-10.0
746.0,2026-08-28T20:54:26.687,68.26458930969238,-10.0
748.001,2026-08-28T20:54:28.688,68.25813102722168,-10.0
750.001,2026-08-28T20:54:30.688,68.7718391418457,-10.0
752.0,2026-08-28T20:54:32.687,68.26191329956055,-10.0
754.001,2026-08-28T20:54:34.688,68.76946640014648,-10.0
756.0,2026-08-28T20:54:36.687,68.25748062133789,-10.0
758.001,2026-08-28T20:54:38.688,68.77811431884766,-10.0
760.0,2026-08-28T20:54:40.687,68.26826095581055,-10.0
762.0,2026-08-28T20:54:42.687,68.26304054260254,-10.0
764.0,2026-08-28T20:54:44.687,68.2637882232666,-10.0
766.0,2026-08-28T20:54:46.687,68.26070404052734,-10.0
768.0,2026-08-28T20:54:48.687,68.76729774475098,-10.0
770.001,2026-08-28T20:54:50.688,68.78194427490234,-10.0
772.001,2026-08-28T20:54:52.688,68.77295303344727,-10.0
774.0,2026-08-28T20:54:54.687,68.77284240722656,-10.0
776.001,2026-08-28T20:54:56.688,68.76647567749023,-10.0
778.0,2026-08-28T20:54:58.687,68.78182411193848,-10.0
780.0,2026-08-28T20:55:00.687,68.2552719116211,-10.0
782.0,2026-08-28T20:55:02.687,68.7692985534668,-10.0
784.001,2026-08-28T20:55:04.688,68.77551460266113,-10.0
786.0,2026-08-28T20:55:06.687,68.77876091003418,-10.0
788.0,2026-08-28T20:55:08.687,68.77977752685547,-10.0
790.0,2026-08-28T20:55:10.687,68.25974464416504,-10.0
792.0,2026-08-28T20:55:12.687,68.77522468566895,-10.0
794.0,2026-08-28T20:55:14.687,68.26458168029785,-10.0
796.0,2026-08-28T20:55:16.687,68.25539970397949,-10.0
798.0,2026-08-28T20:55:18.687,68.76783561706543,-10.0
800.0,2026-08-28T20:55:20.687,68.77630424499512,-10.0
802.0,2026-08-28T20:55:22.687,68.77144050598145,-10.0
804.0,2026-08-28T20:55:24.687,68.27026176452637,-10.0
806.001,2026-08-28T20:55:26.688,68.25966835021973,-10.0
808.001,2026-08-28T20:55:28.688,68.77003288269043,-10.0
810.0,2026-08-28T20:55:30.687,68.7777099609375,-10.0
812.0,2026-08-28T20:55:32.687,68.77810096740723,-10.0
814.0,2026-08-28T20:55:34.687,68.77285766601562,-10.0
816.0,2026-08-28T20:55:36.687,68.77209663391113,-10.0
818.0,2026-08-28T20:55:38.687,68.77265548706055,-10.0
820.001,2026-08-28T20:55:40.688,68.76901817321777,-10.0
822.0,2026-08-28T20:55:42.687,68.7750129699707,-10.0
824.0,2026-08-28T20:55:44.687,68.78417205810547,-10.0
826.0,2026-08-28T20:55:46.687,68.77492332458496,-10.0
828.0,2026-08-28T20:55:48.687,68.77328872680664,-10.0
830.001,2026-08-28T20:55:50.688,68.7746753692627,-10.0
832.001,2026-08-28T20:55:52.688,68.77501106262207,-10.0
834.001,2026-08-28T20:55:54.688,68.77262687683105,-10.0
836.001,2026-08-28T20:55:56.688,68.26326370239258,-10.0
838.001,2026-08-28T20:55:58.688,68.77010917663574,-10.0
840.0,2026-08-28T20:56:00.687,68.26290512084961,-10.0
842.0,2026-08-28T20:56:02.687,68.25604248046875,-10.0
844.0,2026-08-28T20:56:04.687,68.77747917175293,-10.0
846.0,2026-08-28T20:56:06.687,68.77390670776367,-10.0
848.0,2026-08-28T20:56:08.687,68.7767562866211,-10.0
850.0,2026-08-28T20:56:10.687,68.26249694824219,-10.0
852.001,2026-08-28T20:56:12.688,68.77502059936523,-10.0
854.0,2026-08-28T20:56:14.687,68.77570533752441,-10.0
856.0,2026-08-28T20:56:16.687,68.77859497070312,-10.0
858.0,2026-08-28T20:56:18.687,68.77612495422363,-10.0
