R,G1,G2,B,i,file,arm,block,cycle,event,gap_s,duty_pct,gain,offset,exptime,ccd_temp,date_obs,roi_w,t_min,level,departure,state,far
256.62371,256.61803,256.58076,256.58784,10,Bo23_010.fits,Bo,23,0,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:47:45.497,1024,121.05012,256.60259,0.00662,0,False
256.61716,256.61706,256.58268,256.58714,11,Bo23_011.fits,Bo,23,0,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:47:45.829,1024,121.05565,256.60101,0.00504,0,False
256.61175,256.61333,256.57153,256.57176,12,Bo23_012.fits,Bo,23,0,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:47:46.153,1024,121.06105,256.59209,-0.00388,0,False
256.61272,256.6128,256.57119,256.58658,13,Bo23_013.fits,Bo,23,0,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:47:46.479,1024,121.06648,256.59582,-0.00015,0,False
256.61974,256.61766,256.57977,256.58689,14,Bo23_014.fits,Bo,23,0,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:47:46.801,1024,121.07185,256.60102,0.00505,0,False
256.61143,256.61349,256.58194,256.57771,15,Bo23_015.fits,Bo,23,0,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:47:47.130,1024,121.07733,256.59614,0.00017,0,False
256.62382,256.61071,256.58676,256.58882,16,Bo23_016.fits,Bo,23,0,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:47:47.457,1024,121.08278,256.60253,0.00656,0,False
256.61745,256.61055,256.5809,256.58024,17,Bo23_017.fits,Bo,23,0,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:47:47.780,1024,121.08817,256.59728,0.00132,0,False
256.6228,256.61403,256.58154,256.58331,18,Bo23_018.fits,Bo,23,0,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:47:48.105,1024,121.09358,256.60042,0.00445,0,False
256.61045,256.61983,256.57337,256.58033,19,Bo23_019.fits,Bo,23,0,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:47:48.427,1024,121.09895,256.59599,3e-05,0,False
136.60939,136.60808,136.57124,136.57357,0,Bo24_000.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:48.967,1024,121.10795,136.59057,-0.00433,0,False
136.61034,136.60779,136.57725,136.58359,1,Bo24_001.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:49.299,1024,121.11348,136.59474,-0.00015,0,False
136.60939,136.60727,136.56348,136.57577,2,Bo24_002.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:49.625,1024,121.11892,136.58898,-0.00592,0,False
136.60934,136.60245,136.57004,136.57584,3,Bo24_003.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:49.950,1024,121.12433,136.58942,-0.00548,0,False
136.61727,136.61201,136.56835,136.5848,4,Bo24_004.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:50.272,1024,121.1297,136.59561,0.00071,0,False
136.61187,136.61331,136.57169,136.57985,5,Bo24_005.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:50.596,1024,121.1351,136.59418,-0.00071,0,False
136.61618,136.6179,136.58806,136.58941,6,Bo24_006.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:50.920,1024,121.1405,136.60289,0.00799,0,False
136.61763,136.61768,136.5816,136.58156,7,Bo24_007.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:51.283,1024,121.14655,136.59962,0.00472,0,False
136.61932,136.60806,136.58249,136.58418,8,Bo24_008.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:51.611,1024,121.15202,136.59851,0.00361,0,False
136.60846,136.60935,136.57633,136.57426,9,Bo24_009.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:51.937,1024,121.15745,136.5921,-0.00279,0,False
136.62821,136.62152,136.59187,136.59424,10,Bo24_010.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:52.259,1024,121.16282,136.60896,0.01407,0,False
136.60598,136.6131,136.57346,136.57811,11,Bo24_011.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:52.582,1024,121.1682,136.59266,-0.00223,0,False
136.62354,136.61875,136.58346,136.58125,12,Bo24_012.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:52.901,1024,121.17352,136.60175,0.00685,0,False
136.63026,136.61469,136.58136,136.59399,13,Bo24_013.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:53.244,1024,121.17923,136.60507,0.01018,0,False
136.61229,136.60473,136.57814,136.57689,14,Bo24_014.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:53.567,1024,121.18462,136.59301,-0.00188,0,False
136.61224,136.61287,136.58327,136.57962,15,Bo24_015.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:53.889,1024,121.18998,136.597,0.00211,0,False
136.61973,136.62699,136.58503,136.59099,16,Bo24_016.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:54.211,1024,121.19535,136.60568,0.01079,0,False
136.60963,136.60701,136.57275,136.57733,17,Bo24_017.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:54.538,1024,121.2008,136.59168,-0.00321,0,False
136.61805,136.61485,136.57883,136.5795,18,Bo24_018.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:54.861,1024,121.20618,136.59781,0.00291,0,False
136.60869,136.61898,136.5751,136.57965,19,Bo24_019.fits,Bo,24,0,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:47:55.188,1024,121.21163,136.59561,0.00071,0,False
76.61733,76.61315,76.57391,76.58028,0,Bo25_000.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:47:55.730,1024,121.22067,76.59617,-0.01369,0,False
76.61456,76.60418,76.57875,76.58158,1,Bo25_001.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:47:56.057,1024,121.22612,76.59477,-0.01509,0,False
76.61049,76.60831,76.5744,76.58033,2,Bo25_002.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:47:56.383,1024,121.23155,76.59338,-0.01648,0,False
76.62003,76.61081,76.57953,76.58211,3,Bo25_003.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:47:56.708,1024,121.23697,76.59812,-0.01174,0,False
76.61387,76.60323,76.56963,76.57372,4,Bo25_004.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:47:57.035,1024,121.24242,76.59011,-0.01975,0,False
76.61921,76.61136,76.58496,76.5859,5,Bo25_005.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:47:57.368,1024,121.24797,76.60036,-0.0095,0,False
76.62142,76.61914,76.58739,76.5866,6,Bo25_006.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:47:57.693,1024,121.25338,76.60364,-0.00622,0,False
76.62067,76.61509,76.58088,76.5829,7,Bo25_007.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:47:58.024,1024,121.2589,76.59989,-0.00997,0,False
76.61243,76.61092,76.57479,76.57556,8,Bo25_008.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:47:58.343,1024,121.26422,76.59342,-0.01644,0,False
76.61912,76.61104,76.57905,76.57829,9,Bo25_009.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:47:58.676,1024,121.26977,76.59687,-0.01299,0,False
76.61061,76.60897,76.58381,76.58329,10,Bo25_010.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:47:58.998,1024,121.27513,76.59667,-0.01319,0,False
76.61499,76.61132,76.57742,76.57359,11,Bo25_011.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:47:59.328,1024,121.28063,76.59433,-0.01553,0,False
76.61067,76.60675,76.57601,76.57719,12,Bo25_012.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:47:59.650,1024,121.286,76.59266,-0.01721,0,False
76.61268,76.6117,76.56993,76.57928,13,Bo25_013.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:47:59.971,1024,121.29135,76.5934,-0.01646,0,False
76.61075,76.61141,76.57352,76.5757,14,Bo25_014.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:00.293,1024,121.29672,76.59285,-0.01701,0,False
76.61167,76.60792,76.57445,76.5755,15,Bo25_015.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:00.624,1024,121.30223,76.59239,-0.01748,0,False
76.61656,76.61046,76.57782,76.58038,16,Bo25_016.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:00.943,1024,121.30755,76.5963,-0.01356,0,False
76.61274,76.6156,76.58395,76.58403,17,Bo25_017.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:01.273,1024,121.31305,76.59908,-0.01078,0,False
76.60973,76.60442,76.57313,76.57795,18,Bo25_018.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:01.595,1024,121.31842,76.59131,-0.01855,0,False
76.61758,76.61324,76.57144,76.5764,19,Bo25_019.fits,Bo,25,1,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:01.919,1024,121.32382,76.59466,-0.0152,0,False
256.62091,256.62146,256.58123,256.58311,0,Bo26_000.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:02.467,1024,121.33295,256.60168,0.00571,0,False
256.608,256.60467,256.56983,256.56987,1,Bo26_001.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:02.804,1024,121.33857,256.58809,-0.00788,0,False
256.61078,256.61026,256.56112,256.57394,2,Bo26_002.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:03.131,1024,121.34402,256.58902,-0.00695,0,False
256.61543,256.61445,256.57774,256.58104,3,Bo26_003.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:03.453,1024,121.34938,256.59716,0.0012,0,False
256.61676,256.61874,256.58175,256.59029,4,Bo26_004.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:03.783,1024,121.35488,256.60188,0.00591,0,False
256.60911,256.61234,256.58004,256.58024,5,Bo26_005.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:04.110,1024,121.36033,256.59543,-0.00054,0,False
256.61608,256.61014,256.57638,256.58145,6,Bo26_006.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:04.437,1024,121.36578,256.59601,4e-05,0,False
256.62026,256.61053,256.58154,256.58694,7,Bo26_007.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:04.759,1024,121.37115,256.59982,0.00385,0,False
256.61905,256.61325,256.58068,256.58204,8,Bo26_008.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:05.085,1024,121.37658,256.59875,0.00279,0,False
256.60696,256.61226,256.57562,256.58893,9,Bo26_009.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:05.411,1024,121.38202,256.59594,-3e-05,0,False
256.60417,256.59845,256.56503,256.56822,10,Bo26_010.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:05.733,1024,121.38738,256.58397,-0.012,0,False
256.60888,256.61214,256.57062,256.58516,11,Bo26_011.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:06.057,1024,121.39278,256.5942,-0.00177,0,False
256.61481,256.61734,256.57577,256.57425,12,Bo26_012.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:06.380,1024,121.39817,256.59554,-0.00042,0,False
256.60237,256.60821,256.56855,256.57129,13,Bo26_013.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:06.710,1024,121.40367,256.5876,-0.00836,0,False
256.61765,256.61119,256.56562,256.582,14,Bo26_014.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:07.036,1024,121.4091,256.59412,-0.00185,0,False
256.61942,256.61145,256.57642,256.57843,15,Bo26_015.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:07.362,1024,121.41453,256.59643,0.00046,0,False
256.61151,256.61163,256.56861,256.56958,16,Bo26_016.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:07.686,1024,121.41993,256.59033,-0.00564,0,False
256.60847,256.60447,256.5778,256.57578,17,Bo26_017.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:08.014,1024,121.4254,256.59163,-0.00434,0,False
256.61031,256.61216,256.57249,256.58268,18,Bo26_018.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:08.341,1024,121.43085,256.59441,-0.00156,0,False
256.61197,256.60811,256.57526,256.57911,19,Bo26_019.fits,Bo,26,1,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:08.667,1024,121.43628,256.59361,-0.00236,0,False
136.60934,136.6081,136.57372,136.57869,0,Bo27_000.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:09.209,1024,121.44532,136.59246,-0.00243,0,False
136.61612,136.61156,136.56906,136.57628,1,Bo27_001.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:09.543,1024,121.45088,136.59325,-0.00164,0,False
136.61656,136.61326,136.5779,136.57317,2,Bo27_002.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:09.866,1024,121.45627,136.59522,0.00033,0,False
136.61704,136.61514,136.58348,136.58485,3,Bo27_003.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:10.185,1024,121.46158,136.60013,0.00523,0,False
136.62448,136.61797,136.5778,136.58764,4,Bo27_004.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:10.503,1024,121.46688,136.60197,0.00708,0,False
136.61375,136.61051,136.56999,136.58076,5,Bo27_005.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:10.831,1024,121.47235,136.59375,-0.00114,0,False
136.60851,136.60334,136.57516,136.58197,6,Bo27_006.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:11.152,1024,121.4777,136.59225,-0.00265,0,False
136.61839,136.6138,136.5743,136.58308,7,Bo27_007.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:11.477,1024,121.48312,136.59739,0.0025,0,False
136.61082,136.60669,136.57829,136.57946,8,Bo27_008.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:11.808,1024,121.48863,136.59381,-0.00108,0,False
136.62038,136.60736,136.57482,136.57434,9,Bo27_009.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:12.132,1024,121.49403,136.59422,-0.00067,0,False
136.61702,136.61024,136.57382,136.5851,10,Bo27_010.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:12.454,1024,121.4994,136.59655,0.00165,0,False
136.60908,136.61137,136.57534,136.57388,11,Bo27_011.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:12.777,1024,121.50478,136.59242,-0.00248,0,False
136.62397,136.61769,136.58458,136.59211,12,Bo27_012.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:13.106,1024,121.51027,136.60459,0.00969,0,False
136.62112,136.61742,136.58298,136.58048,13,Bo27_013.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:13.444,1024,121.5159,136.6005,0.0056,0,False
136.6122,136.61168,136.57374,136.58587,14,Bo27_014.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:13.766,1024,121.52127,136.59587,0.00098,0,False
136.60744,136.59888,136.56576,136.57175,15,Bo27_015.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:14.085,1024,121.52658,136.58596,-0.00894,0,False
136.61366,136.60493,136.57251,136.57369,16,Bo27_016.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:14.435,1024,121.53242,136.5912,-0.0037,0,False
136.60318,136.6041,136.57154,136.57394,17,Bo27_017.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:14.757,1024,121.53778,136.58819,-0.0067,0,False
136.60757,136.61087,136.57696,136.57512,18,Bo27_018.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:15.083,1024,121.54322,136.59263,-0.00227,0,False
136.59821,136.59822,136.56572,136.56545,19,Bo27_019.fits,Bo,27,1,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:15.406,1024,121.5486,136.5819,-0.01299,0,False
76.61042,76.60884,76.5723,76.56953,0,Bo28_000.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:15.948,1024,121.55763,76.59027,-0.01959,0,False
76.61044,76.60799,76.57255,76.57451,1,Bo28_001.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:16.277,1024,121.56312,76.59137,-0.01849,0,False
76.61118,76.60715,76.57436,76.57396,2,Bo28_002.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:16.603,1024,121.56855,76.59166,-0.0182,0,False
76.6146,76.6134,76.57706,76.58733,3,Bo28_003.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:16.925,1024,121.57392,76.5981,-0.01176,0,False
76.61418,76.61155,76.57631,76.58211,4,Bo28_004.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:17.339,1024,121.58082,76.59604,-0.01382,0,False
76.61846,76.62216,76.58687,76.58403,5,Bo28_005.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:17.664,1024,121.58623,76.60288,-0.00698,0,False
76.60312,76.60046,76.56775,76.57315,6,Bo28_006.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:17.987,1024,121.59162,76.58612,-0.02374,0,False
76.61092,76.60735,76.57901,76.57349,7,Bo28_007.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:18.306,1024,121.59693,76.59269,-0.01717,0,False
76.61042,76.61089,76.57341,76.57624,8,Bo28_008.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:18.650,1024,121.60267,76.59274,-0.01712,0,False
76.61551,76.61558,76.5837,76.58797,9,Bo28_009.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:18.972,1024,121.60803,76.60069,-0.00917,0,False
76.60736,76.6121,76.57103,76.57804,10,Bo28_010.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:19.295,1024,121.61342,76.59213,-0.01773,0,False
76.61644,76.60925,76.57072,76.58435,11,Bo28_011.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:19.622,1024,121.61887,76.59519,-0.01467,0,False
76.61185,76.60938,76.57354,76.57731,12,Bo28_012.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:19.965,1024,121.62458,76.59302,-0.01684,0,False
76.61892,76.61494,76.57253,76.58455,13,Bo28_013.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:20.291,1024,121.63002,76.59774,-0.01213,0,False
76.59935,76.60281,76.562,76.57446,14,Bo28_014.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:20.618,1024,121.63547,76.58466,-0.02521,0,False
76.61535,76.60881,76.58148,76.58382,15,Bo28_015.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:20.941,1024,121.64085,76.59736,-0.0125,0,False
76.61092,76.61409,76.58391,76.57691,16,Bo28_016.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:21.266,1024,121.64627,76.59646,-0.01341,0,False
76.60751,76.61709,76.58256,76.58504,17,Bo28_017.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:21.592,1024,121.6517,76.59805,-0.01181,0,False
76.60996,76.60835,76.57514,76.57965,18,Bo28_018.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:21.915,1024,121.65708,76.59328,-0.01659,0,False
76.60856,76.60917,76.5718,76.5745,19,Bo28_019.fits,Bo,28,2,none,0.0,62,250,15,3e-05,-10.0,2026-09-02T20:48:22.244,1024,121.66257,76.59101,-0.01885,0,False
256.62058,256.60708,256.57051,256.58299,0,Bo29_000.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:22.793,1024,121.67172,256.59529,-0.00068,0,False
256.6197,256.61003,256.58372,256.58602,1,Bo29_001.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:23.124,1024,121.67723,256.59987,0.0039,0,False
256.61847,256.61573,256.57905,256.58015,2,Bo29_002.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:23.449,1024,121.68265,256.59835,0.00238,0,False
256.62503,256.61589,256.58391,256.59261,3,Bo29_003.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:23.776,1024,121.6881,256.60436,0.00839,0,False
256.61858,256.61713,256.58504,256.57923,4,Bo29_004.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:24.099,1024,121.69348,256.59999,0.00403,0,False
256.60568,256.61104,256.57514,256.57994,5,Bo29_005.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:24.424,1024,121.6989,256.59295,-0.00302,0,False
256.6189,256.60843,256.57121,256.58273,6,Bo29_006.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:24.749,1024,121.70432,256.59532,-0.00065,0,False
256.60929,256.61154,256.57401,256.58958,7,Bo29_007.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:25.071,1024,121.70968,256.59611,0.00014,0,False
256.61872,256.61205,256.57885,256.5863,8,Bo29_008.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:25.392,1024,121.71503,256.59898,0.00301,0,False
256.61321,256.60941,256.5769,256.58122,9,Bo29_009.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:25.722,1024,121.72053,256.59519,-0.00078,0,False
256.61255,256.61398,256.57796,256.57685,10,Bo29_010.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:26.042,1024,121.72587,256.59534,-0.00063,0,False
256.61472,256.61441,256.57516,256.58018,11,Bo29_011.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:26.372,1024,121.73137,256.59612,0.00015,0,False
256.62027,256.61133,256.58084,256.5824,12,Bo29_012.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:26.694,1024,121.73673,256.59871,0.00274,0,False
256.60644,256.6038,256.56485,256.57993,13,Bo29_013.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:27.017,1024,121.74212,256.58875,-0.00721,0,False
256.60794,256.60582,256.57012,256.57013,14,Bo29_014.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:27.342,1024,121.74753,256.5885,-0.00746,0,False
256.61386,256.61298,256.57312,256.57998,15,Bo29_015.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:27.669,1024,121.75298,256.59498,-0.00099,0,False
256.6063,256.60047,256.56851,256.57449,16,Bo29_016.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:27.995,1024,121.75842,256.58744,-0.00852,0,False
256.61069,256.60872,256.57409,256.57219,17,Bo29_017.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:28.314,1024,121.76373,256.59142,-0.00454,0,False
256.60677,256.60471,256.5623,256.5695,18,Bo29_018.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:28.637,1024,121.76912,256.58582,-0.01015,0,False
256.6234,256.61423,256.57996,256.58451,19,Bo29_019.fits,Bo,29,2,none,0.0,62,250,60,3e-05,-10.0,2026-09-02T20:48:28.961,1024,121.77452,256.60053,0.00456,0,False
136.6142,136.61211,136.57445,136.57912,0,Bo30_000.fits,Bo,30,2,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:29.499,1024,121.78348,136.59497,8e-05,0,False
136.61008,136.60696,136.56809,136.57271,1,Bo30_001.fits,Bo,30,2,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:29.832,1024,121.78903,136.58946,-0.00543,0,False
136.61752,136.61074,136.57511,136.57589,2,Bo30_002.fits,Bo,30,2,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:30.154,1024,121.7944,136.59482,-8e-05,0,False
136.61429,136.61177,136.57768,136.58204,3,Bo30_003.fits,Bo,30,2,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:30.477,1024,121.79978,136.59645,0.00155,0,False
136.61157,136.61948,136.58181,136.58455,4,Bo30_004.fits,Bo,30,2,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:30.800,1024,121.80517,136.59935,0.00446,0,False
136.6172,136.61276,136.57595,136.58218,5,Bo30_005.fits,Bo,30,2,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:31.125,1024,121.81058,136.59702,0.00213,0,False
136.6235,136.61796,136.57634,136.58479,6,Bo30_006.fits,Bo,30,2,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:31.447,1024,121.81595,136.60065,0.00575,0,False
136.6092,136.60641,136.57679,136.58532,7,Bo30_007.fits,Bo,30,2,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:31.771,1024,121.82135,136.59443,-0.00046,0,False
136.62133,136.61697,136.58725,136.58714,8,Bo30_008.fits,Bo,30,2,none,0.0,62,250,30,3e-05,-10.0,2026-09-02T20:48:32.104,1024,121.8269,136.60317,0.00828,0,False
